id,block,trial,set_size,stim,iteration,correct_resp,resp,correct,rt,reward
1,8,23,6,4,4,2,2,1,0.354756143176928,1
1,8,24,6,5,4,2,2,1,0.378125710878521,1
1,8,25,6,0,5,0,0,1,0.401192045072094,1
1,8,26,6,3,5,1,1,1,0.478487971005961,1
1,8,27,6,1,5,0,0,1,0.377244364935905,1
1,8,28,6,4,5,2,2,1,0.407813391881064,1
1,8,29,6,2,5,1,1,1,0.542038648156449,1
1,8,30,6,5,5,2,1,0,0.54140134784393,0
1,8,31,6,4,6,2,2,1,0.44625021587126,1
1,8,32,6,5,6,2,2,1,0.36126498086378,1
1,8,33,6,0,6,0,0,1,0.456694938009605,1
1,8,34,6,2,6,1,1,1,0.492941161850467,1
1,8,35,6,3,6,1,1,1,0.438398534897715,1
1,8,36,6,1,6,0,0,1,0.475205441005528,1
1,8,37,6,1,7,0,0,1,0.525726272957399,1
1,8,38,6,2,7,1,1,1,0.462615555850789,1
1,8,39,6,5,7,2,2,1,0.593320576008409,1
1,8,40,6,4,7,2,2,1,0.551702535012737,1
1,8,41,6,4,8,2,2,1,0.526337848976254,1
1,8,42,6,5,8,2,2,1,0.575331907020882,1
1,8,43,6,0,7,0,0,1,0.494591760914773,1
1,8,44,6,2,8,1,1,1,0.560014610178769,1
1,8,45,6,3,7,1,1,1,0.487847028998658,1
1,8,46,6,2,9,1,1,1,0.570539287058637,1
1,8,47,6,0,8,0,0,1,0.480761614162475,1
1,8,48,6,1,8,0,0,1,0.402985251042992,1
1,8,49,6,1,9,0,0,1,0.52044869097881,1
1,8,50,6,3,8,1,1,1,0.497594460844994,1
1,8,51,6,4,9,2,2,1,0.459280334878713,1
1,8,52,6,3,9,1,1,1,0.454694657819346,1
1,8,53,6,5,9,2,2,1,0.489523443160579,1
1,8,54,6,0,9,0,0,1,0.491831888910383,1
1,8,55,6,3,10,1,1,1,0.486445142189041,1
1,8,56,6,2,10,1,1,1,0.504740852862597,1
1,8,57,6,1,10,0,0,1,0.433825796004385,1
1,8,58,6,4,10,2,2,1,0.453727707965299,1
1,8,59,6,0,10,0,0,1,0.489314520964399,1
1,8,60,6,1,11,0,0,1,0.41934537794441,1
1,8,61,6,5,10,2,2,1,0.48860879894346,1
1,8,62,6,2,11,1,1,1,0.474417385878041,1
1,8,63,6,5,11,2,2,1,0.469336659880355,1
1,8,64,6,3,11,1,2,0,0.383979105157778,0
1,8,65,6,4,11,2,2,1,0.438560283044353,1
1,8,66,6,4,12,2,2,1,0.578067505033687,1
1,8,67,6,5,12,2,2,1,0.393145931884646,1
1,8,68,6,0,11,0,0,1,0.535303897922859,1
1,8,69,6,3,12,1,1,1,0.478471066104248,1
1,8,70,6,0,12,0,0,1,0.489446237916127,1
1,8,71,6,1,12,0,0,1,0.42710581398569,1
1,8,72,6,2,12,1,1,1,0.400138642871752,1
1,8,73,6,0,13,0,0,1,0.46176289813593,1
1,8,74,6,4,13,2,2,1,0.440401053056121,1
1,8,75,6,3,13,1,1,1,0.49306450993754,1
1,8,76,6,2,13,1,1,1,0.470888396026567,1
1,8,77,6,2,14,1,1,1,0.473466272000223,1
1,8,78,6,5,13,2,2,1,0.499922130955383,1
1,9,1,3,0,1,0,2,0,0.539840884972364,0
1,9,2,3,1,1,2,2,1,0.491740036057308,1
1,9,3,3,2,1,2,1,0,0.533357823034748,0
1,9,4,3,0,2,0,0,1,0.518229205161333,1
1,9,5,3,2,2,2,1,0,0.462315568933263,0
1,9,6,3,1,2,2,2,1,0.553044575965032,1
1,9,7,3,1,3,2,2,1,0.545333774993196,1
1,9,8,3,2,3,2,2,1,0.712880099890754,1
1,9,9,3,0,3,0,0,1,0.506173130823299,1
1,9,10,3,0,4,0,2,0,0.33093545306474,0
1,9,11,3,1,4,2,2,1,0.411501223919913,1
